date,interconnection_point_type,interconnection_point,country,direction,transportation_amount
2022-02-01,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51401577.16
2022-02-01,Мережі ОГРМ,ОГРМ,Україна,Вихід,104828449.2
2022-02-01,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,15858.04
2022-02-01,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,63346190.12
2022-02-01,Прямі споживачі,Прямі споживачі,Україна,Вихід,6966783.28
2022-02-01,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,2837824.0
2022-02-01,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11537284.0
2022-02-01,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4888645.3
2022-02-01,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4853682.4
2022-02-01,Транскордонні точки,Республіка Молдова,Молдова,Вихід,682160.0
2022-02-01,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7569690.0
2022-02-01,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3775428.0
2022-02-01,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,32274535.0
2022-02-01,Транскордонні точки,ГВС Суджа,Росія,Вхід,74603336.0
2022-02-01,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,5365713.0
2022-02-01,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,80194482.0
2022-02-02,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1968219.78
2022-02-02,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51363851.36
2022-02-02,Мережі ОГРМ,ОГРМ,Україна,Вихід,104127936.9
2022-02-02,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,10730.27
2022-02-02,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,46426142.72
2022-02-02,Прямі споживачі,Прямі споживачі,Україна,Вихід,6991930.62
2022-02-02,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,3982329.0
2022-02-02,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12258344.0
2022-02-02,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5017323.1
2022-02-02,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5019032.4
2022-02-02,Транскордонні точки,Республіка Молдова,Молдова,Вихід,655312.0
2022-02-02,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7453496.0
2022-02-02,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3774284.0
2022-02-02,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,31676885.0
2022-02-02,Транскордонні точки,ГВС Суджа,Росія,Вхід,60918298.0
2022-02-02,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4907219.0
2022-02-02,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,63572697.0
2022-02-03,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2020354.57
2022-02-03,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51179100.7
2022-02-03,Мережі ОГРМ,ОГРМ,Україна,Вихід,104963808.1
2022-02-03,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,10636.51
2022-02-03,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,44591529.84
2022-02-03,Прямі споживачі,Прямі споживачі,Україна,Вихід,6805204.88
2022-02-03,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4219856.0
2022-02-03,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13543893.0
2022-02-03,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5912914.0
2022-02-03,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4997545.6
2022-02-03,Транскордонні точки,Республіка Молдова,Молдова,Вихід,747015.0
2022-02-03,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7693100.0
2022-02-03,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,4151392.0
2022-02-03,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,31641548.0
2022-02-03,Транскордонні точки,ГВС Суджа,Росія,Вхід,50185350.0
2022-02-03,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4931301.0
2022-02-03,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,53964960.0
2022-02-04,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2157120.5
2022-02-04,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51333983.0
2022-02-04,Мережі ОГРМ,ОГРМ,Україна,Вихід,105938628.5
2022-02-04,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,12167.29
2022-02-04,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,52098777.59
2022-02-04,Прямі споживачі,Прямі споживачі,Україна,Вихід,6776595.15
2022-02-04,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,3702335.0
2022-02-04,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12512134.0
2022-02-04,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5328457.5
2022-02-04,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5384367.5
2022-02-04,Транскордонні точки,Республіка Молдова,Молдова,Вихід,666003.0
2022-02-04,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7574344.0
2022-02-04,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,4153194.0
2022-02-04,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24064067.0
2022-02-04,Транскордонні точки,ГВС Суджа,Росія,Вхід,58300689.0
2022-02-04,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4929891.0
2022-02-04,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,54178829.0
2022-02-05,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2171547.4
2022-02-05,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51584107.96
2022-02-05,Мережі ОГРМ,ОГРМ,Україна,Вихід,105525286.6
2022-02-05,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,12507.65
2022-02-05,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,49559406.15
2022-02-05,Прямі споживачі,Прямі споживачі,Україна,Вихід,6531255.73
2022-02-05,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4830140.0
2022-02-05,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12182673.0
2022-02-05,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5188861.6
2022-02-05,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4736256.8
2022-02-05,Транскордонні точки,Республіка Молдова,Молдова,Вихід,699244.0
2022-02-05,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7542440.0
2022-02-05,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3870037.0
2022-02-05,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23915889.0
2022-02-05,Транскордонні точки,ГВС Суджа,Росія,Вхід,65089582.0
2022-02-05,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4887363.0
2022-02-05,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,60977002.0
2022-02-06,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,2012965.2
2022-02-06,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51504675.84
2022-02-06,Мережі ОГРМ,ОГРМ,Україна,Вихід,100876820.5
2022-02-06,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,10519.58
2022-02-06,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,44821884.65
2022-02-06,Прямі споживачі,Прямі споживачі,Україна,Вихід,6533951.73
2022-02-06,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4536932.0
2022-02-06,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12086536.0
2022-02-06,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5343233.4
2022-02-06,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4513951.5
2022-02-06,Транскордонні точки,Республіка Молдова,Молдова,Вихід,764292.0
2022-02-06,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7500389.0
2022-02-06,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3870485.0
2022-02-06,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24173923.0
2022-02-06,Транскордонні точки,ГВС Суджа,Росія,Вхід,69053855.0
2022-02-06,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4892777.0
2022-02-06,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,63721885.0
2022-02-07,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1948161.7
2022-02-07,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51402635.91
2022-02-07,Мережі ОГРМ,ОГРМ,Україна,Вихід,97670377.79
2022-02-07,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,9707.9
2022-02-07,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,43530103.3
2022-02-07,Прямі споживачі,Прямі споживачі,Україна,Вихід,6533859.95
2022-02-07,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4347059.0
2022-02-07,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11624058.0
2022-02-07,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4465245.2
2022-02-07,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,3724861.0
2022-02-07,Транскордонні точки,Республіка Молдова,Молдова,Вихід,492207.0
2022-02-07,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7572516.0
2022-02-07,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3870535.0
2022-02-07,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,32059583.0
2022-02-07,Транскордонні точки,ГВС Суджа,Росія,Вхід,65800951.0
2022-02-07,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4883628.0
2022-02-07,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,69528533.0
2022-02-08,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1899517.82
2022-02-08,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51366072.22
2022-02-08,Мережі ОГРМ,ОГРМ,Україна,Вихід,97620764.16
2022-02-08,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,9346.42
2022-02-08,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,39496122.53
2022-02-08,Прямі споживачі,Прямі споживачі,Україна,Вихід,6654513.83
2022-02-08,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,5000335.0
2022-02-08,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12489596.0
2022-02-08,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4716817.7
2022-02-08,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,3680379.9
2022-02-08,Транскордонні точки,Республіка Молдова,Молдова,Вихід,540354.0
2022-02-08,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7729135.0
2022-02-08,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3870843.0
2022-02-08,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24267354.0
2022-02-08,Транскордонні точки,ГВС Суджа,Росія,Вхід,58569583.0
2022-02-08,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4899122.0
2022-02-08,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,57058955.0
2022-02-09,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1916038.21
2022-02-09,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51336194.17
2022-02-09,Мережі ОГРМ,ОГРМ,Україна,Вихід,96010193.5
2022-02-09,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,9006.79
2022-02-09,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,38253918.39
2022-02-09,Прямі споживачі,Прямі споживачі,Україна,Вихід,6765038.91
2022-02-09,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4835367.0
2022-02-09,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12682465.0
2022-02-09,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5737803.2
2022-02-09,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4313266.6
2022-02-09,Транскордонні точки,Республіка Молдова,Молдова,Вихід,866755.0
2022-02-09,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7584185.0
2022-02-09,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3868778.0
2022-02-09,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24056902.0
2022-02-09,Транскордонні точки,ГВС Суджа,Росія,Вхід,54711324.0
2022-02-09,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4920928.0
2022-02-09,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,51116528.0
2022-02-10,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1869933.24
2022-02-10,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51264789.33
2022-02-10,Мережі ОГРМ,ОГРМ,Україна,Вихід,92558327.52
2022-02-10,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,8114.54
2022-02-10,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,37360819.01
2022-02-10,Прямі споживачі,Прямі споживачі,Україна,Вихід,6654843.56
2022-02-10,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4589037.0
2022-02-10,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11546375.0
2022-02-10,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5074447.8
2022-02-10,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4789517.3
2022-02-10,Транскордонні точки,Республіка Молдова,Молдова,Вихід,530805.0
2022-02-10,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7711874.0
2022-02-10,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3865961.0
2022-02-10,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23943229.0
2022-02-10,Транскордонні точки,ГВС Суджа,Росія,Вхід,33288932.0
2022-02-10,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4919789.0
2022-02-10,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,30793976.0
2022-02-11,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1867956.49
2022-02-11,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51568816.7
2022-02-11,Мережі ОГРМ,ОГРМ,Україна,Вихід,89474344.53
2022-02-11,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,8519.5
2022-02-11,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,39956049.95
2022-02-11,Прямі споживачі,Прямі споживачі,Україна,Вихід,6707259.02
2022-02-11,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4927338.0
2022-02-11,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11506799.0
2022-02-11,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5127637.6
2022-02-11,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5145542.8
2022-02-11,Транскордонні точки,Республіка Молдова,Молдова,Вихід,489034.0
2022-02-11,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7932270.0
2022-02-11,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3866231.0
2022-02-11,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23985211.0
2022-02-11,Транскордонні точки,ГВС Суджа,Росія,Вхід,28163679.0
2022-02-11,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4920189.0
2022-02-11,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,27389037.0
2022-02-12,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1888850.9
2022-02-12,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51579230.7
2022-02-12,Мережі ОГРМ,ОГРМ,Україна,Вихід,94951991.25
2022-02-12,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,9271.99
2022-02-12,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,38741832.41
2022-02-12,Прямі споживачі,Прямі споживачі,Україна,Вихід,6704250.63
2022-02-12,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4754892.0
2022-02-12,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10577833.0
2022-02-12,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4787139.4
2022-02-12,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5053535.5
2022-02-12,Транскордонні точки,Республіка Молдова,Молдова,Вихід,442497.0
2022-02-12,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7798964.0
2022-02-12,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3865641.0
2022-02-12,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24063817.0
2022-02-12,Транскордонні точки,ГВС Суджа,Росія,Вхід,27948900.0
2022-02-12,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4904382.0
2022-02-12,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,27283536.0
2022-02-13,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1917490.88
2022-02-13,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51377887.23
2022-02-13,Мережі ОГРМ,ОГРМ,Україна,Вихід,97470520.02
2022-02-13,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,9508.22
2022-02-13,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,39811059.33
2022-02-13,Прямі споживачі,Прямі споживачі,Україна,Вихід,6581338.66
2022-02-13,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4538845.0
2022-02-13,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10788808.0
2022-02-13,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5011583.6
2022-02-13,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4945790.0
2022-02-13,Транскордонні точки,Республіка Молдова,Молдова,Вихід,607820.0
2022-02-13,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7585472.0
2022-02-13,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3867217.0
2022-02-13,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24064344.0
2022-02-13,Транскордонні точки,ГВС Суджа,Росія,Вхід,26888101.0
2022-02-13,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4899980.0
2022-02-13,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,27337968.0
2022-02-14,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вихід,1924441.1
2022-02-14,Мережі газовидобувних підприємств,Газовидобувні підприємства,Україна,Вхід,51408261.21
2022-02-14,Мережі ОГРМ,ОГРМ,Україна,Вихід,96787732.43
2022-02-14,Підземні сховища газу,Підземні сховища газу,Україна,Вихід,9176.25
2022-02-14,Підземні сховища газу,Підземні сховища газу,Україна,Вхід,42969423.18
2022-02-14,Прямі споживачі,Прямі споживачі,Україна,Вихід,6359514.98
2022-02-14,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4797830.0
2022-02-14,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12102158.0
2022-02-14,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5066735.6
2022-02-14,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,5263363.1
2022-02-14,Транскордонні точки,Республіка Молдова,Молдова,Вихід,553015.0
2022-02-14,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7554533.0
2022-02-14,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3870652.0
2022-02-14,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23941763.0
2022-02-14,Транскордонні точки,ГВС Суджа,Росія,Вхід,37591262.0
2022-02-14,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4901695.0
2022-02-14,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,37215039.0
2022-02-15,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4759247.0
2022-02-15,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,12068193.0
2022-02-15,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5675690.9
2022-02-15,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4865042.4
2022-02-15,Транскордонні точки,Республіка Молдова,Молдова,Вихід,687397.0
2022-02-15,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7512945.0
2022-02-15,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3870350.0
2022-02-15,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23922945.0
2022-02-15,Транскордонні точки,ГВС Суджа,Росія,Вхід,45282736.0
2022-02-15,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4912248.0
2022-02-15,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,45767516.0
2022-02-16,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4402518.0
2022-02-16,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10516852.0
2022-02-16,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4369368.2
2022-02-16,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4886421.8
2022-02-16,Транскордонні точки,Республіка Молдова,Молдова,Вихід,441260.0
2022-02-16,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7725379.0
2022-02-16,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3868211.0
2022-02-16,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23943470.0
2022-02-16,Транскордонні точки,ГВС Суджа,Росія,Вхід,29624041.0
2022-02-16,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4905819.0
2022-02-16,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,27441084.0
2022-02-17,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4715040.0
2022-02-17,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10939473.0
2022-02-17,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4711126.8
2022-02-17,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4415417.7
2022-02-17,Транскордонні точки,Республіка Молдова,Молдова,Вихід,395108.0
2022-02-17,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7342471.0
2022-02-17,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3865600.0
2022-02-17,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24014525.0
2022-02-17,Транскордонні точки,ГВС Суджа,Росія,Вхід,26517467.0
2022-02-17,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4912101.0
2022-02-17,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,24902176.0
2022-02-18,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4489008.0
2022-02-18,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10619214.0
2022-02-18,Транскордонні точки,ГВС Каушани,Молдова,Вхід,4836844.5
2022-02-18,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4489963.7
2022-02-18,Транскордонні точки,Республіка Молдова,Молдова,Вихід,486141.0
2022-02-18,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,6692778.0
2022-02-18,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3867433.0
2022-02-18,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23988623.0
2022-02-18,Транскордонні точки,ГВС Суджа,Росія,Вхід,23301470.0
2022-02-18,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4907602.0
2022-02-18,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,24879386.0
2022-02-19,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4448038.0
2022-02-19,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10836467.0
2022-02-19,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5007358.9
2022-02-19,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4631556.7
2022-02-19,Транскордонні точки,Республіка Молдова,Молдова,Вихід,483677.0
2022-02-19,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,6817204.0
2022-02-19,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3866021.0
2022-02-19,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23943240.0
2022-02-19,Транскордонні точки,ГВС Суджа,Росія,Вхід,22913973.0
2022-02-19,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4908503.0
2022-02-19,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,22579118.0
2022-02-20,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4589552.0
2022-02-20,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,10445240.0
2022-02-20,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5010578.7
2022-02-20,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4377021.3
2022-02-20,Транскордонні точки,Республіка Молдова,Молдова,Вихід,487755.0
2022-02-20,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,6920619.0
2022-02-20,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,3868481.0
2022-02-20,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24009399.0
2022-02-20,Транскордонні точки,ГВС Суджа,Росія,Вхід,23749710.0
2022-02-20,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4907772.0
2022-02-20,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,22782025.0
2022-02-21,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4383669.0
2022-02-21,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,11767885.0
2022-02-21,Транскордонні точки,ГВС Каушани,Молдова,Вхід,5908191.8
2022-02-21,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4567115.2
2022-02-21,Транскордонні точки,Республіка Молдова,Молдова,Вихід,420295.0
2022-02-21,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7331525.0
2022-02-21,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5358626.0
2022-02-21,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,23999556.0
2022-02-21,Транскордонні точки,ГВС Суджа,Росія,Вхід,26783922.0
2022-02-21,Транскордонні точки,ГВС Будiнце,Словаччина,Вхід,4924813.0
2022-02-21,Транскордонні точки,Ужгород/Велькі Капушани,Словаччина,Вихід,24833451.0
2022-02-22,Транскордонні точки,ВТЗ #Берег#,Угорщина,Вхід,4490189.0
2022-02-22,Транскордонні точки,ГВС Гребеники,Молдова,Вихід,13081934.0
2022-02-22,Транскордонні точки,ГВС Каушани,Молдова,Вхід,6629967.3
2022-02-22,Транскордонні точки,ГВС Олексіївка,Молдова,Вихід,4560614.5
2022-02-22,Транскордонні точки,Республіка Молдова,Молдова,Вихід,546490.0
2022-02-22,Транскордонні точки,ВТЗ-Україна-Польща,Польща,Вихід,7439690.0
2022-02-22,Транскордонні точки,Ісакча/Орловка,Румунія,Вихід,5359109.0
2022-02-22,Транскордонні точки,ГВС Сохранiвка,Росія,Вхід,24030623.0
2022-02-22,Транскордонні точки,ГВС Суджа,Росія,Вхід,26361209.0
